Temperature_change,Normalized_frequency
0,1006.643106
0,1008.35084
0,1004.550099
0,1002.620198
0,1000.158161
0,1008.212496
0,1028.745525
0,1002.887379
0,1005.718083
0,1011.293561
0,1008.167619
0,1013.707817
0,1014.065222
0,1000.093819
0,983.5891789
0,1002.409028
0,987.7486521
0,1010.937798
0,1011.129694
0,985.256887
0,995.4293167
0,1030.871875
0,996.6743263
0,994.8697433
0,978.6841769
0,1002.539177
0,1018.406571
0,1041.896749
0,1026.90451
0,1008.274401
0,1021.756775
0,1023.146463
0,1009.569918
0,999.6563646
0,1048.955426
0,1028.787062
0,982.0578399
0,979.9702115
0,1014.484299
0,983.4286014
0,992.0540323
0,1005.177902
0,976.8699953
0,1007.177474
0,986.7990423
0,971.5745906
0,1036.276752
0,979.1488407
0,1013.527864
0,990.7551138
0,1032.236534
0,1001.375203
0,1037.344936
0,997.1675158
0,1006.86005
0,994.1613222
0,1022.301052
0,971.2910584
0,989.3939859
0,987.0895975
0,1010.5476
0,985.8216955
0,1009.418204
0,1013.03234
0,982.684856
0,1004.188605
0,1004.441109
0,984.3960028
0,998.9156385
0,1038.849562
0,999.1309561
0,986.3036376
0,1009.847482
0,979.9335172
0,999.7042472
0,994.774458
0,1021.504248
0,1028.849478
0,1023.312788
0,1011.373853
0,985.6087029
0,1026.217822
0,1012.553635
0,991.6839102
0,990.3435284
0,998.8761341
0,1014.074698
0,1009.791579
0,969.8973098
0,986.5558218
0,989.5289237
0,1001.311299
0,1008.356106
0,1007.667472
0,998.5199202
0,997.5521936
0,1011.552473
0,1002.205331
0,994.653113
0,1009.732083
0,984.3968644
0,997.6589721
0,1029.171979
0,980.3082315
0,974.5964169
0,1031.954209
0,992.3838283
0,1000.16759
0,1034.074238
0,993.3507841
0,990.7137722
0,1014.33895
0,999.304511
0,1009.400172
0,996.2473366
0,988.9164761
0,1008.198958
0,1008.441644
0,980.8614905
0,989.981138
0,971.3835193
0,1008.298739
0,1005.124122
0,996.6203576
0,992.4782058
0,1003.777907
0,992.7711885
0,1023.641626
0,981.0750975
0,978.6522992
0,1041.480663
0,975.897903
0,982.1249553
0,1011.010642
0,1010.906608
0,1016.502872
0,1008.115934
0,998.8340251
0,994.0781027
0,990.456183
0,1028.774648
0,998.0308598
0,1012.50109
0,1039.197752
0,998.179113
0,1003.97743
0,1011.503584
0,977.3524592
0,1011.579915
0,1012.784608
0,982.0673523
0,977.9076736
0,994.1781003
0,995.6969585
0,971.6679883
0,1002.75675
0,989.2067326
0,1005.13829
0,990.1821396
0,962.343674
0,1016.652584
0,1020.171496
0,992.9259577
0,975.2949909
0,1003.037916
0,998.76136
0,1000.258828
0,1005.492126
0,965.1243518
0,984.851555
0,1012.933018
0,1018.415206
0,1000.564014
0,1002.46588
0,990.3390967
0,1035.135617
0,1007.512512
0,1023.405282
0,996.7954804
0,1002.736549
0,999.6177852
0,994.4452956
0,1034.78808
0,1029.709413
0,981.8201445
0,1004.052075
0,1009.961169
0,1013.835388
0,1023.620896
0,995.4689483
0,1017.204069
0,1003.489784
0,1007.432635
0,982.423834
0,985.7941825
0,1000.961628
0,1003.833154
0,1042.012228
0,1032.140336
0,991.8158109
0,995.9294196
0,982.3805369
0,986.6839629
0,983.1124882
0,1001.988648
0,979.0269261
0,992.9958217
0,1006.335518
0,991.6804696
0,987.3479467
0,984.8550976
0,1025.513868
0,1034.798402
0,991.8091903
0,999.3974839
0,981.34098
0,1015.399134
0,1006.981767
0,1023.378031
0,994.3034106
0,1028.473652
0,1019.705076
0,1018.71048
0,1012.76005
0,1002.379789
0,1016.988146
0,971.580899
0,1004.954665
0,1009.238506
0,996.3616853
0,1003.296558
0,1022.621008
0,1000.196832
0,1017.980254
0,1013.466172
0,982.0855792
0,1033.502516
0,976.8257675
0,1040.607735
0,978.1810013
0,1004.628044
0,1014.581617
0,1030.698865
0,1007.37212
0,975.1346941
0,1018.054063
0,995.4911241
0,1023.885736
0,1032.177757
0,1029.568567
0,978.0610337
0,998.3989657
0,1017.636904
0,1001.409006
0,992.5106257
0,1007.720881
0,984.9380193
0,1006.817838
0,985.7705943
0,1030.36457
0,1016.527305
0,1000.236196
0,1017.368228
0,981.4167944
0,993.4601173
0,1002.903257
0,982.9668921
0,983.8729248
0,1022.091907
0,1034.755517
0,1003.844514
0,1005.579114
0,1008.625665
0,997.7536546
0,1010.925553
0,1020.776465
0,1012.901788
0,967.0693841
0,1012.55151
0,996.779825
0,995.0767233
0,982.7500343
0,988.7978011
0,1022.724747
0,979.299183
0,1013.230874
0,1009.684697
0,1019.384351
0,974.3198806
0,1000.357183
0,991.4643356
0,990.1389599
0,1034.567906
0,1026.902743
0,994.9742962
0,1010.545905
0,1011.133558
0,1000.907961
0,996.0565714
0,991.5061636
0,1006.464485
0,987.8432449
0,1019.215186
0,999.5315064
0,1001.330647
0,998.8462524
0,986.6964051
0,1017.98015
0,997.9817292
0,1015.75591
0,996.9865934
0,1012.264497
0,1017.387621
0,962.8138111
0,955.5372911
0,1012.052266
0,973.957317
0,982.8770135
0,984.9315644
0,961.4294775
0,1031.869752
0,982.1553917
0,1006.769279
0,1021.495949
0,974.1182907
0,994.6095813
0,999.8261561
0,1007.185017
0,1032.953694
0,1013.727542
0,991.5040022
0,1031.611563
0,1008.997936
0,995.0425355
0,1035.849199
0,1008.235075
0,976.3980562
0,1037.352523
0,1034.592018
0,1009.802443
0,1009.491473
0,1022.749645
0,1025.354363
0,955.5631984
0,990.1504683
0,1018.099283
0,1025.225145
0,1000.957306
0,983.5228234
0,1029.946421
0,998.1793555
0,984.2248429
0,1007.007002
0,1012.532114
0,1032.983364
0,968.3858292
0,1027.201631
0,1013.478317
0,999.6142813
0,1013.340064
0,1008.12627
0,1007.331158
0,1020.454402
0,1035.369955
0,1001.006277
0,1020.853255
0,1016.401203
0,992.6417687
0,989.2843816
0,1033.869562
0,1050.174011
0,1002.584699
0,996.7432717
0,969.0323845
0,1052.093098
0,1000.794205
0,1005.209441
0,1005.424388
0,1008.059738
0,1030.672683
0,1030.05818
0,1016.258751
0,1030.279105
0,1009.806696
0,983.3287537
0,1009.983092
0,969.9392684
0,999.6593856
0,1011.264811
0,993.3550897
0,1008.739746
0,1041.566378
0,969.4028493
0,993.8959978
0,992.6123594
0,1022.853247
0,1003.632807
0,1003.720076
0,972.3951875
0,1018.247886
0,991.7852866
0,980.29767
0,1014.618115
0,1001.067158
0,979.7342298
0,1009.272915
0,1015.63801
0,1006.044948
0,1009.318065
0,996.8067004
0,986.6403845
0,1034.139711
0,1015.829842
0,990.3533612
0,1005.178724
0,1025.287714
0,998.1866209
0,1002.340865
0,1009.807826
0,995.7883674
0,969.9916571
0,986.6812211
0,1022.69334
0,985.2540809
0,1009.778302
0,1015.553606
0,1022.904119
0,999.0978147
0,1010.006534
0,975.4299044
0,1001.915937
0,997.835236
0,989.9173791
0,998.7769153
0,1000.946569
0,996.5059066
0,955.0416042
0,1042.228838
0,1015.913842
0,1000.403909
0,1028.714073
0,1004.55956
0,1009.050782
0,1011.658143
0,988.7940204
0,1002.089267
0,977.2028972
0,1000.729388
0,993.0829949
0,994.0661503
0,1016.052877
0,998.7863875
0,979.945138
0,998.4742893
0,1046.308637
0,988.9182911
0,1004.774327
0,978.6576333
0,1010.907448
0,1007.062206
0,1012.103386
0,1003.844864
0,999.943986
0,1003.621981
0,1041.096212
0,956.718082
0,1011.098124
0,985.7175979
0,1000.841234
0,983.4781511
0,1026.296798
0,1013.808831
0,1008.765831
0,1019.341526
0,1000.288602
0,1015.986729
0,1039.813853
0,1001.124428
0,1020.873461
0,981.5803667
0,1030.354954
0,1002.903992
0,1016.379318
0,988.3641759
0,961.8819586
0,982.582208
0,997.6363741
0,985.6035092
0,1015.64273
0,1004.466774
0,991.2166448
0,997.995208
0,999.2567788
0,1006.984859
0,987.7447911
0,1051.926106
0,997.1602605
0,1000.623505
0,1019.737155
0,1027.007936
0,1009.394131
0,1001.913975
0,1002.175605
0,1037.449053
0,989.4458858
0,997.0410188
0,993.16319
0,992.1873165
0,1042.352829
0,1003.674211
0,987.3628443
0,996.7528539
0,985.7422738
0,1032.580977
0,1003.311428
0,994.763192
0,975.2668188
0,1006.149985
0,987.8340398
0,1003.497223
0,993.2966822
0,1015.727903
0,985.3927065
0,1018.356898
0,1001.166093
0,990.5899532
0,1022.415715
0,1021.35443
0,1014.645443
0,988.8121399
0,1003.684352
0,1014.327503
0,996.3424436
0,1002.280087
0,1039.79358
0,1004.733635
0,1010.744318
0,987.6802263
0,1001.863897
0,993.5989335
0,998.8355584
0,1023.666701
0,1002.646929
0,985.6397457
0,991.7289459
0,1008.240859
0,1012.285668
0,1014.097499
0,1000.073681
0,995.3262831
0,1004.104116
0,959.7168403
0,973.9971405
0,958.3778468
0,998.4667465
0,988.1657813
0,1002.522953
0,996.101886
0,1007.542929
0,1009.345664
0,1018.719355
0,986.5970752
0,1002.532572
0,966.6080859
0,1005.290669
0,992.4587227
0,985.1785858
0,984.2366411
0,1040.827532
0,991.1805619
0,992.1147122
0,1019.241948
0,989.658788
0,976.2446798
0,1016.335395
0,1000.936203
0,1000.34511
0,1023.118804
0,992.0151063
0,990.2053275
0,1004.504585
0,995.5462434
0,997.0227857
0,1027.439963
0,969.7616256
0,1007.263189
0,990.9605864
0,1008.079002
0,1011.939569
0,1012.356912
0,1012.723728
0,982.2893045
0,1001.186762
0,1026.592504
0,986.2042991
0,1006.813154
0,1021.727619
0,1001.508225
0,964.3034808
0,962.8808308
0,1023.948528
0,1040.315247
0,1008.857129
0,994.2916433
0,993.852153
0,983.5422191
0,1043.84171
0,997.8026639
0,1028.066645
0,1014.833101
0,1002.089811
0,969.3764975
0,1005.323938
0,1040.218087
0,989.3574022
0,1021.993332
0,974.001335
0,1008.679691
0,1027.899842
0,998.8251451
0,999.0501638
0,997.0648739
0,1009.162639
0,1029.003865
0,987.1134912
0,1005.357937
0,1011.240775
0,1032.991646
0,997.8292291
0,1033.454866
0,1005.767782
0,1006.46583
0,978.1865238
0,995.5500179
0,1019.50297
0,976.2077896
0,1017.24125
0,991.588124
0,1003.009226
0,996.1654609
0,1019.668984
0,1024.167272
0,1035.159805
0,990.320203
0,979.6437988
0,991.5585938
0,1016.193924
0,1019.512176
0,991.2827331
0,979.0153937
0,988.2376401
0,1006.294078
0,1015.623118
0,992.738475
0,1016.983257
0,1014.647133
0,1021.181393
0,990.2027538
0,989.7650699
0,985.5744536
0,1011.74801
0,1015.374339
0,1017.127065
0,968.8554849
0,993.0659726
0,1008.307997
0,1020.439551
0,1009.326685
0,1016.930393
0,988.5468719
0,974.1905651
0,973.491754
10.17678067,2958.570535
9.892989875,2904.045666
10.10308867,2944.412055
9.993700461,2923.395242
10.06765887,2937.604908
9.897797552,2904.969367
10.10658832,2945.084442
9.929311075,2911.024076
9.920321308,2909.296868
10.14914387,2953.260662
9.892976031,2904.043006
9.964357596,2917.757582
10.21782135,2966.455702
9.863541703,2898.387773
9.825449605,2891.069119
9.962621883,2917.424099
10.20628398,2964.23902
9.952199994,2915.421736
10.00338872,2925.256651
9.883204534,2902.165603
9.8205769,2890.132924
10.1093602,2945.617005
9.97411334,2919.631958
9.732802508,2873.268786
9.933374892,2911.804859
10.00663307,2925.87999
9.779109257,2882.165725
10.00699313,2925.949169
10.05489658,2935.152883
9.99366033,2923.387531
9.917616836,2908.777256
10.11363897,2946.439089
9.826338765,2891.239954
10.03203555,2930.760581
9.93819652,2912.731241
10.08071877,2940.114114
9.760706584,2878.63001
9.781938739,2882.709355
9.937913786,2912.676919
10.1109689,2945.926087
9.936854727,2912.473442
10.08657384,2941.239052
10.0465699,2933.553073
10.13579965,2950.696831
10.00463262,2925.495644
10.02029136,2928.504164
10.16533146,2956.370793
10.16237003,2955.801811
9.832270239,2892.379571
10.02792774,2929.971346
10.02084009,2928.609593
10.21016066,2964.98385
9.876794995,2900.934135
9.9051561,2906.383169
10.09685809,2943.21497
10.00083843,2924.766664
10.02427759,2929.270042
10.00367476,2925.311608
9.760742246,2878.636862
9.799121303,2886.010649
10.09602738,2943.055364
10.03014403,2930.397163
10.01112346,2926.742732
9.904975949,2906.348556
10.06080196,2936.287487
9.903913954,2906.144514
9.955720243,2916.098083
10.00343646,2925.265823
9.923081166,2909.827121
10.00601296,2925.760849
10.02868948,2930.1177
9.971058743,2919.045077
9.91903359,2909.049458
10.12281862,2948.202779
9.862155903,2898.121519
9.724054034,2871.587937
10.00681047,2925.914074
9.97222233,2919.268637
9.923207529,2909.851399
10.08797991,2941.509199
9.978543223,2920.483074
9.679483327,2863.024544
9.734430351,2873.581544
10.0030002,2925.182004
10.03580006,2931.483859
9.899679039,2905.330858
9.95378083,2915.725463
9.947153627,2914.452175
9.958814723,2916.692627
10.03993815,2932.278913
10.00278548,2925.140751
10.14034125,2951.569411
10.04343484,2932.950733
9.969114696,2918.671566
10.2332153,2969.413349
9.941961668,2913.454641
10.19900706,2962.840903
9.82195103,2890.396936
10.00092002,2924.782339
10.23175912,2969.133573
10.08204651,2940.369212
10.06415669,2936.932033
10.20651232,2964.282892
10.28228899,2978.841903
9.95357751,2915.686399
10.00860043,2926.257981
9.963822755,2917.654823
10.03165723,2930.687895
9.948799563,2914.768409
9.873786872,2900.356183
9.897368269,2904.886889
9.910030683,2907.319725
9.892029003,2903.861053
10.3432497,2990.554313
10.00391974,2925.358677
9.885295101,2902.567265
9.988345037,2922.366301
9.821254679,2890.263146
9.964630086,2917.809936
10.10876781,2945.50319
10.12530348,2948.680197
9.972196005,2919.26358
10.03659862,2931.637287
10.19836592,2962.71772
10.30958757,2984.086792
9.837020198,2893.292183
10.14924999,2953.281051
9.954370613,2915.838778
10.23712973,2970.165431
9.945356662,2914.106923
10.17753418,2958.715307
10.15714493,2954.797911
10.13539596,2950.61927
9.861949013,2898.081769
10.00651934,2925.858138
9.887212623,2902.935679
10.1265918,2948.927723
10.09861966,2943.55342
9.842958653,2894.433142
9.901660191,2905.711498
9.885167594,2902.542767
10.05475135,2935.124981
9.947114013,2914.444564
9.996780252,2923.986963
9.906574968,2906.655777
10.08243281,2940.443433
10.05804598,2935.757979
10.07192867,2938.425268
9.859343056,2897.581085
9.945005764,2914.039505
10.10578874,2944.930819
9.758297987,2878.167245
10.05666963,2935.49354
9.929497448,2911.059884
10.03743806,2931.798569
9.748037314,2876.195857
10.11138719,2946.006452
10.03787511,2931.882539
9.983658955,2921.465962
10.00483198,2925.533946
10.08680753,2941.283951
10.0440502,2933.068962
9.894363719,2904.309623
10.11208894,2946.14128
9.864732388,2898.61654
10.00272634,2925.129388
10.19904062,2962.847351
10.11194721,2946.11405
9.978711831,2920.515468
9.906293803,2906.601756
10.17651103,2958.518728
10.00775267,2926.0951
9.991914689,2923.05214
9.881955373,2901.925601
10.16363835,2956.045495
10.30624175,2983.443958
10.04367401,2932.996684
9.841103734,2894.076755
10.30254038,2982.732813
10.08467691,2940.874593
10.02948232,2930.270029
9.941300195,2913.327552
9.976448571,2920.080627
9.970133586,2918.867326
9.970158979,2918.872205
10.18889297,2960.897678
9.873841255,2900.366632
9.817756047,2889.590952
9.915108579,2908.295343
10.06994957,2938.045022
10.00034169,2924.671224
9.856216603,2896.980398
10.00766463,2926.078185
9.731459883,2873.010826
9.722360303,2871.262519
9.98586643,2921.890085
9.939379114,2912.958454
9.946945832,2914.412251
9.774223074,2881.22694
10.25594575,2973.780562
10.08261943,2940.479289
9.891353824,2903.73133
10.23740406,2970.218137
10.20173627,2963.365267
10.29076886,2980.471143
9.84674467,2895.160551
10.18464755,2960.082003
9.979648561,2920.695443
10.02546713,2929.498589
10.04890677,2934.002058
10.04835622,2933.89628
9.917438691,2908.743029
9.811597477,2888.407703
10.19208249,2961.510482
9.970983621,2919.030644
10.02075945,2928.594099
10.18952569,2961.019243
9.924108831,2910.024566
9.90372951,2906.109077
9.9911024,2922.896075
9.981730063,2921.095363
10.02445459,2929.304048
9.999535746,2924.516378
10.09684497,2943.212448
9.8697407,2899.57879
9.946227589,2914.274255
10.09661893,2943.16902
10.06523664,2937.139524
10.32647425,2987.331239
9.86530839,2898.727208
10.02326588,2929.07566
9.961978194,2917.300426
9.891951713,2903.846203
10.14189618,2951.868161
10.0152367,2927.533011
10.15229993,2953.867038
9.948087708,2914.63164
10.0549884,2935.170525
10.07565313,2939.14085
9.795926478,2885.396826
9.948614418,2914.732837
10.04876868,2933.975526
9.744224215,2875.463244
9.884463545,2902.407498
9.832929958,2892.506323
10.00640446,2925.836067
10.31984182,2986.056946
10.07320913,2938.671283
9.857322418,2897.192859
9.977833967,2920.346804
9.98866717,2922.428193
10.06357064,2936.819434
10.04531139,2933.311275
9.88897455,2903.274199
9.807494027,2887.619305
10.06899675,2937.861956
10.11303676,2946.323386
9.921291946,2909.483357
9.990025653,2922.689199
9.980043403,2920.771304
10.02404613,2929.22557
10.10373392,2944.536027
9.914685994,2908.214152
10.14966961,2953.361673
9.808613984,2887.834483
9.81790591,2889.619745
10.21623283,2966.150498
9.922623746,2909.739236
9.912409761,2907.776818
9.930456674,2911.244181
10.08948641,2941.798644
9.886927041,2902.88081
10.15312917,2954.026361
10.06836031,2937.739677
9.939908888,2913.060239
10.04836069,2933.89714
9.973277801,2919.471426
9.954682271,2915.898657
10.12159115,2947.966944
10.24440615,2971.563452
9.985146864,2921.751835
9.86779343,2899.20466
10.2918961,2980.687722
10.093734,2942.614737
9.96439155,2917.764106
10.13897572,2951.307051
10.11082422,2945.898289
9.896216937,2904.665683
10.07975985,2939.929875
10.08081103,2940.131839
9.983836648,2921.500102
10.07252759,2938.540337
10.04321146,2932.907815
10.26668379,2975.843667
9.775730605,2881.516583
9.80145889,2886.459771
10.13179774,2949.927942
9.950663725,2915.126572
10.31390876,2984.917025
9.892131994,2903.88084
10.02217418,2928.865912
9.842817963,2894.406111
10.07780438,2939.554171
10.39584133,3000.65877
10.08287168,2940.527754
10.26536173,2975.589659
10.13268583,2950.098571
9.916322747,2908.528622
9.749373116,2876.452505
10.19126396,2961.353216
10.07242864,2938.521326
9.970372511,2918.913231
9.824743191,2890.933396
10.09364627,2942.59788
10.17843713,2958.888791
10.26827313,2976.149028
10.07349206,2938.725643
9.859800317,2897.668939
9.979260161,2920.62082
10.06417574,2936.935692
9.996379351,2923.909938
9.935965491,2912.302593
9.999833668,2924.573618
9.903575875,2906.079559
9.938221463,2912.736034
10.0280039,2929.985978
9.998064112,2924.233632
9.801294646,2886.428215
9.953384414,2915.649299
10.39381506,3000.269462
9.921074846,2909.441645
10.12382167,2948.395495
10.01941531,2928.335848
9.875683558,2900.720594
9.954395549,2915.843569
10.18935318,2960.986097
10.02301225,2929.026931
9.902794928,2905.929515
9.956832604,2916.311802
10.04716324,2933.667072
10.03874302,2932.049292
10.18231021,2959.632928
10.03622218,2931.564961
10.26644306,2975.797416
9.917222053,2908.701406
10.09857331,2943.544516
9.913523863,2907.990871
10.00594083,2925.746991
9.905764556,2906.500072
10.03935314,2932.166514
9.964224461,2917.732003
10.20101731,2963.227132
9.871608609,2899.937672
10.17396429,2958.029422
10.08332862,2940.615545
10.07038006,2938.127732
9.94550403,2914.135237
10.01181839,2926.876249
9.963280392,2917.550618
9.925718753,2910.333881
10.01567435,2927.617097
9.917135028,2908.684686
10.11876463,2947.423884
10.10628437,2945.026046
9.915486841,2908.368019
10.04330114,2932.925045
9.873655444,2900.330932
9.886836632,2902.86344
10.29947354,2982.143578
9.764262777,2879.313263
9.919458394,2909.131076
9.912324053,2907.760351
9.976538208,2920.097849
9.759704025,2878.437388
10.07354404,2938.73563
10.00340863,2925.260477
10.09074106,2942.039701
10.07795746,2939.583582
9.861903743,2898.073071
9.808984993,2887.905765
10.14353508,2952.183043
10.12954795,2949.495689
9.959302766,2916.786395
9.931807712,2911.503756
9.989384369,2922.565989
9.949662753,2914.934254
9.959563927,2916.836572
10.12012568,2947.685383
9.93165076,2911.473601
9.96247094,2917.395098
9.990885902,2922.854479
10.17718073,2958.6474
10.09103207,2942.095612
9.890621678,2903.590663
9.994083291,2923.468795
9.904911652,2906.336203
9.919561762,2909.150936
9.913753234,2908.03494
9.809833948,2888.068875
9.953278039,2915.628861
9.955294932,2916.016368
10.0161324,2927.705102
10.06554197,2937.198187
10.09470866,2942.801999
9.897497606,2904.911738
9.91987445,2909.211013
9.943434076,2913.737536
9.913006032,2907.89138
10.02650776,2929.698524
10.06082791,2936.292472
10.0175423,2927.975986
9.899938966,2905.380798
9.951134567,2915.217035
10.07062479,2938.174751
10.04348271,2932.959931
10.00852866,2926.244191
9.922012287,2909.621756
9.884678038,2902.448708
10.27494846,2977.431562
9.993597586,2923.375476
10.19659529,2962.377528
10.10082794,2943.977699
9.930957839,2911.34047
9.763087638,2879.087483
9.928780084,2910.922057
9.77411934,2881.20701
10.00894538,2926.324256
9.939902967,2913.059102
10.0319529,2930.744701
9.859308599,2897.574465
9.988626851,2922.420446
9.894056479,2904.250593
9.947518046,2914.522191
10.10806606,2945.368361
10.0777878,2939.550984
9.969787074,2918.80075
9.866354663,2898.928229
10.05489178,2935.15196
10.22341424,2967.530266
10.15167408,2953.746793
9.879832013,2901.517639
9.940648317,2913.202306
9.840404979,2893.942503
10.20013282,2963.057196
9.929625147,2911.084419
10.08229488,2940.416932
10.10612322,2944.995083
10.23175873,2969.133498
10.0341059,2931.158359
9.765867043,2879.621491
9.905042082,2906.361262
9.966093359,2918.091075
10.07994623,2939.965685
9.988963916,2922.485207
9.991230063,2922.920603
9.978746334,2920.522098
10.08225478,2940.409227
10.07857411,2939.702059
10.01828839,2928.119333
10.14691221,2952.831892
9.866470631,2898.95051
10.0335324,2931.048172
9.914564411,2908.190792
10.16727993,2956.745153
9.878434228,2901.249082
9.897744183,2904.959113
9.958432746,2916.619238
10.11614317,2946.920221
9.959883353,2916.897944
10.11686828,2947.059537
9.886910305,2902.877595
10.24506071,2971.689213
10.11649444,2946.987712
10.13503079,2950.549109
9.754181406,2877.376324
9.821682679,2890.345378
10.21181204,2965.301129
10.14383858,2952.241355
10.04360633,2932.983681
9.918049742,2908.860431
9.869819886,2899.594004
9.763077342,2879.085505
10.08372406,2940.691522
9.77145498,2880.695105
10.14760752,2952.965483
10.08407329,2940.758618
10.0197662,2928.403266
10.05238146,2934.669652
10.15337999,2954.07455
9.977695381,2920.320177
10.11935361,2947.537044
10.08022052,2940.018385
9.985577802,2921.834631
10.05800229,2935.749585
9.922043259,2909.627707
10.0487939,2933.980372
10.036916,2931.698264
9.971611721,2919.151321
10.13794896,2951.10978
10.12808565,2949.214736
10.14242903,2951.970537
