Superstrate_thickness,Frequency10,Frequency01
0,2.550006301,3.292004698
0,2.550003578,3.292003272
0,2.550002128,3.292002244
0,2.550002233,3.292008567
0,2.550004196,3.292004889
0,2.550000729,3.292007566
0,2.550006508,3.292003479
0,2.550007557,3.292004886
0,2.550009321,3.292004628
0,2.550003764,3.292004214
0,2.550002969,3.292007001
0,2.550003719,3.292009243
0,2.550008277,3.292009883
0,2.550009011,3.292009105
0,2.550004273,3.292000881
0,2.550000022,3.292007314
0,2.55000042,3.292005359
0,2.550001418,3.292004344
0,2.550005982,3.292002474
0,2.550001065,3.292002695
0,2.550002972,3.292001555
0,2.550000584,3.292009466
0,2.550006213,3.292001971
0,2.550000227,3.292000682
0,2.550008551,3.292006634
0,2.550003063,3.292008708
0,2.550007588,3.292005686
0,2.550005633,3.292004739
0,2.550000382,3.292001291
0,2.550005655,3.292005649
0,2.550006589,3.292000446
0,2.550001833,3.292007332
0,2.550007974,3.292000786
0,2.550006124,3.292004659
0,2.550005557,3.292004606
0,2.550006295,3.292002212
0,2.550006862,3.292007784
0,2.550002404,3.292003107
0,2.550007879,3.292002366
0,2.550008565,3.292005729
0,2.550007278,3.292009811
0,2.550006923,3.292003587
0,2.550004724,3.292009937
0,2.550008569,3.292008855
0,2.550006647,3.292007831
0,2.550003334,3.29200681
0,2.550005181,3.292000535
0,2.550003947,3.292005679
0,2.55000031,3.292006998
0,2.550005768,3.292009627
0,2.550008503,3.292004757
0,2.550009515,3.292002236
0,2.55000683,3.29200593
0,2.550000762,3.292007726
0,2.550004101,3.292008853
0,2.550000419,3.292003813
0,2.550001742,3.292006707
0,2.550005654,3.292006378
0,2.550001729,3.292007416
0,2.550005666,3.292008273
0,2.55000514,3.292001607
0,2.550008689,3.292004889
0,2.550007203,3.292004694
0,2.550009036,3.292004701
0,2.550002776,3.292003535
0,2.550002567,3.292005249
0,2.550006997,3.292000111
0,2.550009016,3.292005174
0,2.550009837,3.29200667
0,2.550006409,3.292009594
0,2.5500033,3.292001049
0,2.550006067,3.292002927
0,2.550008222,3.292003646
0,2.55000628,3.292002835
0,2.550001179,3.292007382
0,2.550002859,3.292004848
0,2.550009867,3.292003172
0,2.550004318,3.292004744
0,2.550005742,3.292004518
0,2.550005272,3.29200157
0,2.550001977,3.292007376
0,2.550001657,3.292002527
0,2.55000501,3.292009163
0,2.550009902,3.292003887
0,2.55000394,3.292008847
0,2.55000714,3.292008048
0,2.550001759,3.292003595
0,2.550000707,3.292008637
0,2.550001576,3.292004574
0,2.550001616,3.292006498
0,2.550002836,3.292005464
0,2.550005367,3.29200089
0,2.550007732,3.292009524
0,2.550008803,3.292005054
0,2.550006374,3.292004394
0,2.550008526,3.292000811
0,2.55000598,3.292006118
0,2.550006938,3.292005964
0,2.550005372,3.292001904
0,2.550008892,3.292008847
0,2.550000523,3.292003086
0,2.550007832,3.292005845
0,2.550001452,3.292008532
0,2.550000587,3.292004277
0,2.55000059,3.292001781
0,2.55000052,3.292004494
0,2.55000516,3.292007914
0,2.55000405,3.292001061
0,2.550009996,3.292007581
0,2.550001086,3.292001255
0,2.550003274,3.29200417
0,2.550009978,3.29200174
0,2.550004011,3.292004663
0,2.550008833,3.292005038
0,2.550005691,3.292007757
0,2.550009532,3.292002411
0,2.550008854,3.292004048
0,2.550007793,3.29200479
0,2.550000318,3.292006465
0,2.550009626,3.292004393
0,2.550005196,3.292003507
0,2.550002078,3.292009821
0,2.550008751,3.29200001
0,2.550002242,3.292004382
0,2.550001387,3.292008898
0,2.550007252,3.29200207
0,2.550009738,3.292008682
0,2.550005355,3.292009705
0,2.550004448,3.292009205
0,2.550000221,3.292000516
0,2.55000606,3.292007838
0,2.550009648,3.292000568
0,2.550009676,3.292005698
0,2.5500093,3.292005849
0,2.550001847,3.29200865
0,2.55000623,3.292009689
0,2.55000413,3.292006752
0,2.550003631,3.292004113
0,2.550000366,3.292008718
0,2.550008681,3.292003062
0,2.550006728,3.292005272
0,2.550000875,3.292006829
0,2.55000887,3.292004058
0,2.550007825,3.292004984
0,2.550003173,3.292001636
0,2.550008183,3.292007595
0,2.550005076,3.292007749
0,2.550000212,3.292007787
0,2.550004335,3.292003938
0,2.550004463,3.292000483
0,2.550002388,3.292009698
0,2.550008302,3.292002165
0,2.550007448,3.292006963
0,2.550005865,3.292006229
0,2.550004929,3.29200323
0,2.550004874,3.292007005
0,2.550002667,3.292008314
0,2.55000605,3.292007664
0,2.550007535,3.292006364
0,2.550002706,3.292003023
0,2.550005223,3.292004099
0,2.550000983,3.292001818
0,2.550007136,3.292007931
0,2.55000884,3.292008226
0,2.550005671,3.292000619
0,2.550009945,3.292008799
0,2.550001787,3.292003687
0,2.550000122,3.292001494
0,2.55000457,3.29200132
0,2.550009318,3.292005348
0,2.55000846,3.292005447
0,2.550004733,3.292004336
0,2.550009026,3.29200509
0,2.55000226,3.292002465
0,2.550003042,3.292006231
0,2.55000715,3.292008919
0,2.550007241,3.292009729
0,2.550000187,3.292007279
0,2.550002858,3.292002712
0,2.550005805,3.292005625
0,2.550009308,3.292005381
0,2.55000339,3.292009275
0,2.550001201,3.292009498
0,2.550005163,3.292002076
0,2.550006992,3.292003912
0,2.550002986,3.292008039
0,2.550008616,3.292002005
0,2.550009058,3.292003132
0,2.550007686,3.292004169
0,2.550002612,3.292009099
0,2.550009385,3.292004917
0,2.550009386,3.29200446
0,2.55000745,3.292007657
0,2.550009107,3.292002301
0,2.550002372,3.292003446
0,2.55000495,3.292008309
0,2.550008099,3.292004194
0,2.550009546,3.292008481
0,2.550006375,3.292007062
0,2.550009108,3.292003456
0,2.550006921,3.292007248
0,2.550000429,3.292004
0,2.550008336,3.29200354
0,2.550003699,3.292008165
0,2.550009366,3.292001906
0,2.550004831,3.29200273
0,2.550001253,3.292005881
0,2.550009645,3.292008491
0,2.55000017,3.292003815
0,2.550006766,3.29200445
0,2.550001404,3.292008725
0,2.550001553,3.292004646
0,2.550006496,3.292005952
0,2.550009817,3.29200697
0,2.550006948,3.292000104
0,2.55000762,3.292002935
0,2.550004252,3.29200744
0,2.550001389,3.292001033
0,2.550002162,3.292002721
0,2.550007647,3.292003769
0,2.550000546,3.292000085
0,2.550004901,3.292005941
0,2.550001807,3.292008069
0,2.550006309,3.292008169
0,2.550005512,3.292005359
0,2.550005671,3.292000673
0,2.550008183,3.292009904
0,2.55000939,3.292004894
0,2.550001929,3.29200431
0,2.550007128,3.292007297
0,2.550006979,3.292004902
0,2.550002583,3.292005798
0,2.550009158,3.292001631
0,2.550005324,3.292001772
0,2.55000558,3.292001762
0,2.550003228,3.292000959
0,2.550003386,3.292005595
0,2.550003323,3.292009438
0,2.550009788,3.292004809
0,2.550002032,3.292006252
0,2.55000667,3.292004681
0,2.550005748,3.292002798
0,2.55000052,3.292009096
0,2.550005428,3.292002356
0,2.550002079,3.292007302
0,2.550000911,3.292002765
0,2.550008699,3.292002483
0,2.550000274,3.29200877
0,2.550009686,3.292007312
0,2.550003275,3.292003732
0,2.550004103,3.292000074
0,2.550001355,3.292008102
0,2.550001271,3.292006307
0,2.55000414,3.29200247
0,2.550006174,3.292003455
0,2.550001323,3.292004243
0,2.550009745,3.292004927
0,2.550001806,3.292004368
0,2.550007603,3.292006082
0,2.550004822,3.292009223
0,2.550007681,3.292008355
0,2.550003029,3.29200403
0,2.550000152,3.292007889
0,2.550004634,3.292000578
0,2.550007033,3.292008474
0,2.55000066,3.29200653
0,2.55000669,3.292008112
0,2.550003455,3.292005519
0,2.550005917,3.292004994
0,2.550002291,3.292005252
0,2.550002676,3.292000638
0,2.550009328,3.292004915
0,2.550008261,3.292001627
0,2.550001454,3.292005412
0,2.55000647,3.292006349
0,2.55000884,3.29200426
0,2.550007414,3.292004908
0,2.550005157,3.292008905
0,2.550001353,3.292000691
0,2.550000399,3.292003085
0,2.550008343,3.292007929
0,2.550001171,3.292007854
0,2.550005231,3.292003165
0,2.550008731,3.292002736
0,2.550000387,3.292000967
0,2.550006924,3.292001901
0,2.550004763,3.292009254
0,2.550001693,3.292003738
0,2.550000632,3.292008853
0,2.550000322,3.292003968
0,2.550002424,3.292004026
0,2.550001127,3.292009315
0,2.55000405,3.292009361
0,2.550000421,3.292001272
0,2.550009266,3.292004019
0,2.550009353,3.292000238
0,2.550008104,3.29200735
0,2.550001883,3.292004303
0,2.550005873,3.292001042
0,2.550009035,3.292007483
0,2.550009673,3.292005897
0,2.550000675,3.292002366
0,2.550003176,3.292003354
0,2.550006969,3.292003013
0,2.550006403,3.292006832
0,2.550006326,3.292006564
0,2.550008288,3.292005773
0,2.550007131,3.292005415
0,2.550003355,3.292009074
0,2.550001677,3.292002681
0,2.550007647,3.292001219
0,2.550003593,3.292007813
0,2.55000088,3.292007215
0,2.550007296,3.292008209
0,2.55000881,3.292007608
0,2.550000413,3.292005043
0,2.550001749,3.292008317
0,2.550004201,3.292000984
0,2.550003406,3.292005133
0,2.550000448,3.292006211
0,2.550001129,3.292007062
0,2.55000438,3.292007565
0,2.550000711,3.292001767
0,2.550008162,3.29200328
0,2.550008661,3.29200337
0,2.550001311,3.292005858
0,2.550001932,3.292001785
0,2.550004375,3.292006175
0,2.550009709,3.292005952
0,2.550007739,3.292009524
0,2.550001318,3.292001621
0,2.550009272,3.292009667
0,2.550008278,3.292002675
0,2.550003927,3.292008055
0,2.550001406,3.292007766
0,2.550000521,3.292001331
0,2.550000927,3.292008594
0,2.55000887,3.292006771
0,2.550001682,3.292003447
0,2.550003629,3.292007456
0,2.550006543,3.292007543
0,2.550006048,3.292003013
0,2.55000395,3.292000967
0,2.550003746,3.292009122
0,2.550000631,3.292006473
0,2.55000429,3.292006301
0,2.550007197,3.29200938
0,2.55000768,3.292003859
0,2.550001944,3.292008497
0,2.550008629,3.292001269
0,2.550000287,3.292003989
0,2.550009021,3.292003965
0,2.550002365,3.292008248
0,2.550001286,3.292003229
0,2.550003179,3.292005488
0,2.550008488,3.292004152
0,2.550008323,3.292006678
0,2.550003457,3.292003299
0,2.5500024,3.292006932
0,2.550005358,3.292002686
0,2.550002715,3.292007573
0,2.550000344,3.292000971
0,2.550006271,3.29200895
0,2.550005202,3.29200106
0,2.55000042,3.29200805
0,2.550007575,3.292002987
0,2.550009883,3.292000865
0,2.550008014,3.292005455
0,2.55000344,3.292001472
0,2.550003354,3.292007549
0,2.550003516,3.292008867
0,2.550004429,3.292002677
0,2.550005795,3.292009865
0,2.550006176,3.29200721
0,2.550001771,3.292009377
0,2.55000865,3.292006086
0,2.550007103,3.292007367
0,2.550001706,3.292009561
0,2.550008551,3.29200268
0,2.550000199,3.292004275
0,2.550006417,3.292000912
0,2.550001623,3.292008008
0,2.550002576,3.292001767
0,2.550003426,3.29200198
0,2.550000061,3.292001799
0,2.550004386,3.292001662
0,2.55000797,3.292004975
0,2.550006757,3.292003403
0,2.55000545,3.292001153
0,2.550005642,3.292002548
0,2.55000014,3.292001167
0,2.55000609,3.292006646
0,2.550009886,3.292006814
0,2.550002241,3.292006684
0,2.550005872,3.292008613
0,2.550008351,3.292003319
0,2.550007925,3.292007145
0,2.550003292,3.292006277
0,2.550003572,3.292009996
0,2.550009601,3.292006628
0,2.550002238,3.292003221
0,2.550002115,3.292008734
0,2.550001539,3.292007874
0,2.550004959,3.292000696
0,2.550002613,3.292002807
0,2.550005557,3.292005135
0,2.550000729,3.292008739
0,2.550003785,3.292007154
0,2.550004611,3.292008944
0,2.550007785,3.292006184
0,2.550007204,3.292006982
0,2.550002312,3.292009703
0,2.550000245,3.292006432
0,2.550002574,3.292005308
0,2.550004101,3.292004117
0,2.550000084,3.292008384
0,2.550004715,3.292007118
0,2.550008524,3.29200722
0,2.550009232,3.292004025
0,2.550002314,3.292001313
0,2.55000991,3.292007159
0,2.55000006,3.292004093
0,2.550003353,3.292004689
0,2.550007893,3.292006637
0,2.550000985,3.292003405
0,2.550004423,3.292007518
0,2.550003807,3.29200811
0,2.550008326,3.292002399
0,2.55000712,3.292000861
0,2.55000355,3.292001579
0,2.550000246,3.292009173
0,2.550006935,3.292006621
0,2.550004212,3.292001221
0,2.550008583,3.292002721
0,2.550005751,3.292004204
0,2.550009401,3.292009067
0,2.550008803,3.29200344
0,2.550004581,3.292004666
0,2.550000173,3.292008108
0,2.550000687,3.292003869
0,2.550003206,3.292004616
0,2.550005923,3.292005714
0,2.550006101,3.292009108
0,2.550005124,3.292008392
0,2.550001448,3.292005424
0,2.550008768,3.29200201
0,2.550007382,3.29200867
0,2.550003733,3.292007701
0,2.550008287,3.292002807
0,2.550000902,3.292005167
0,2.55000064,3.292000693
0,2.550005059,3.292003198
0,2.550009334,3.292004933
0,2.55000149,3.292003055
0,2.550005695,3.292007282
0,2.550000597,3.292009454
0,2.550001693,3.292004138
0,2.55000069,3.292002608
0,2.55000906,3.29200467
0,2.550004474,3.292003156
0,2.550001064,3.292009807
0,2.550006653,3.292005829
0,2.550005023,3.292004054
0,2.550004092,3.292002478
0,2.55000728,3.292001192
0,2.550001721,3.292007367
0,2.550003845,3.292004481
0,2.55000267,3.292001073
0,2.550003082,3.292007476
0,2.550001773,3.292007667
0,2.550004826,3.292007118
0,2.550006297,3.292008178
0,2.550000596,3.29200686
0,2.550001969,3.292006578
0,2.550002792,3.292007248
0,2.550007078,3.29200873
0,2.550003274,3.292004722
0,2.550004253,3.292008907
0,2.550007048,3.29200295
0,2.550001591,3.292000801
0,2.550004394,3.292006336
0,2.550006293,3.292008382
0,2.550009251,3.292008639
0,2.55000357,3.292005143
0,2.550008191,3.292000255
0,2.550006401,3.292001142
0,2.550007151,3.292004412
0,2.550007384,3.292001288
0,2.55000971,3.292003959
0,2.55000246,3.292006728
0,2.550000426,3.292006979
0,2.550002478,3.292000793
0,2.55000045,3.292002491
0,2.550007055,3.292001051
0,2.550008347,3.292007956
0,2.550009341,3.292007848
0,2.550004708,3.292003746
0,2.550005124,3.292005012
0,2.55000263,3.292009166
0,2.550000989,3.292003768
0,2.550007988,3.29200281
0,2.550001428,3.292005128
0,2.550008057,3.292001618
0,2.550008795,3.292008173
0,2.550004999,3.292001788
0,2.550009143,3.292009886
0,2.550004124,3.292000012
0,2.550002004,3.292009685
0,2.550006436,3.292000514
0,2.550003999,3.292008791
0,2.550006142,3.292005313
0,2.550004373,3.292008334
0,2.550005931,3.292007974
0,2.550009514,3.292003453
0,2.550005531,3.292002435
0,2.550009037,3.292001464
0,2.550001385,3.292009047
0,2.550000015,3.292005631
0,2.550006128,3.292002759
0,2.550005417,3.292004656
0,2.550007806,3.292004335
0,2.550008215,3.292007249
0,2.550009534,3.29200272
0,2.5500061,3.292004018
0,2.550002901,3.292003111
0,2.550008268,3.292002765
0,2.55000376,3.292000106
0,2.550006092,3.292000462
0,2.5500062,3.292000592
0,2.550004415,3.292007885
0,2.550001988,3.292005727
0,2.55000444,3.292006307
0,2.550009248,3.292008931
0,2.550006714,3.292009579
0,2.550000815,3.29200804
0,2.550005727,3.292008694
0,2.550001207,3.292004089
0,2.55001,3.292009999
0,2.550009974,3.292002034
0,2.550006947,3.292009206
0,2.550003739,3.292009644
0,2.550004015,3.292009991
0,2.550009251,3.292001057
0,2.550002449,3.292004271
0,2.55000664,3.292008439
0,2.550004812,3.292001827
0,2.550000349,3.292007243
0,2.550001109,3.292001601
0,2.550008954,3.292007801
0,2.550008921,3.29200845
0,2.550009152,3.292003687
0,2.550003074,3.292009894
0,2.550002984,3.292009693
0,2.550006593,3.292009684
0,2.550005951,3.292002726
0,2.550009844,3.292002892
0,2.550006156,3.292007534
0,2.550001547,3.292007651
0,2.550008315,3.292003398
0,2.550008157,3.29200134
0,2.55000092,3.292008111
0,2.550008878,3.292001044
0,2.550000164,3.292006435
0,2.550008639,3.292007838
0,2.550008988,3.2920034
0,2.550008504,3.292006411
0,2.550006529,3.292000264
0,2.550003288,3.292002645
0,2.550005454,3.292005282
0,2.550002379,3.292009561
0,2.550008718,3.292005036
0,2.550001767,3.292001796
0,2.550003706,3.292008207
0,2.550007596,3.292009152
0,2.550003062,3.292002146
0,2.550006161,3.292001774
0,2.550002193,3.292006438
0,2.550008725,3.292002011
0,2.550006479,3.292001251
0,2.55000473,3.292004071
0,2.550002342,3.292009403
0,2.550008338,3.292009431
0,2.550000985,3.292006123
0,2.55000205,3.292000303
0,2.550002347,3.292002241
0,2.55000597,3.292008383
0,2.550006285,3.292002884
0,2.550009827,3.292001358
0,2.550001763,3.292009876
0,2.550008,3.29200521
0,2.550001553,3.292008629
0,2.55000361,3.292006495
0,2.550009551,3.292009738
0,2.550001302,3.292004801
0,2.550002728,3.292008331
0,2.550008091,3.292003335
0,2.550009657,3.292008586
0,2.550000924,3.292006771
0,2.550005834,3.292008877
0,2.550004054,3.292006432
0,2.550008993,3.292008015
0,2.550000848,3.292007462
0,2.550001811,3.292000987
0,2.550000507,3.292009676
0,2.550003013,3.292000212
0,2.550001902,3.292005464
0,2.550000086,3.292005866
0,2.550001275,3.292001407
0,2.550001129,3.292001212
0,2.550007304,3.292001053
0,2.550002394,3.292005443
0,2.550009016,3.292005173
0,2.550003285,3.292005061
0,2.55000874,3.29200234
0,2.550002365,3.292003432
0,2.550003785,3.292006684
0,2.550005423,3.292008548
0,2.550005158,3.29200842
0,2.550004138,3.29200532
0,2.550003889,3.292006897
0,2.550003403,3.292005649
0,2.550004022,3.292002264
0,2.550004571,3.292003919
0,2.55000383,3.292009253
0,2.550006581,3.292000805
0,2.550008812,3.292002908
0,2.550005727,3.292007666
0,2.55000428,3.292007861
0,2.550002584,3.292002445
0,2.550008653,3.292000423
0,2.550001733,3.292008102
0,2.5500058,3.292006956
0,2.550007274,3.292002415
0,2.550007304,3.292000853
0,2.55000404,3.292005668
0,2.550001179,3.292003908
0,2.550007636,3.292004529
0,2.550005337,3.292006894
0,2.55000722,3.292004072
0,2.550005976,3.292008626
0,2.550004229,3.292009854
0,2.550009335,3.292001145
0,2.55000994,3.292003875
0,2.550005478,3.292002765
0,2.550007302,3.292004588
0,2.55000028,3.292006162
0,2.550008636,3.292005505
0,2.550009986,3.292007917
0,2.550003253,3.292004961
0,2.550008503,3.292008702
0,2.550006115,3.292003405
0,2.550004411,3.292001823
0,2.550005272,3.292003266
0,2.550007798,3.292002514
0,2.550002514,3.292004194
0,2.550004629,3.292000748
0,2.550008472,3.292005035
0,2.55000678,3.292006551
0,2.550003679,3.292002739
0,2.55000138,3.292000756
0,2.550004028,3.292007927
0,2.550009313,3.29200978
0,2.550006732,3.292001126
0,2.550004192,3.29200103
0,2.550005687,3.292006385
0,2.550000417,3.292004069
0,2.550009956,3.292005378
0,2.55000619,3.292009262
0,2.550007795,3.292006953
0,2.550009313,3.292001882
0,2.550003416,3.292002937
0,2.550008113,3.292009987
0,2.550008727,3.29200495
0,2.55000666,3.292004131
0,2.550005888,3.292009559
0,2.550008934,3.292006512
0,2.550004486,3.292007983
0,2.550002444,3.292001167
0,2.550008142,3.29200225
0,2.550006971,3.292006809
0,2.550004096,3.29200422
0,2.550000057,3.29200868
0,2.55000954,3.292003966
0,2.550006053,3.292004867
0,2.550000065,3.292004027
0,2.550004985,3.292008263
0,2.550005986,3.292005872
0,2.550003001,3.292008018
0,2.550004618,3.292004666
0,2.550004956,3.292004178
0,2.550005857,3.292001659
0,2.550008696,3.292007431
0,2.550008322,3.292008057
0,2.550007786,3.292006894
0,2.550005484,3.292008637
0,2.550006135,3.292003033
0,2.550007343,3.292000831
0,2.550005664,3.292007633
0,2.550007752,3.292006949
0,2.550009865,3.292001548
0,2.550007892,3.292000791
0,2.550006143,3.292001654
0,2.550001583,3.292002143
0,2.550004764,3.292002102
0,2.550002836,3.292001009
0,2.550001538,3.292007412
0,2.550007772,3.292001946
0,2.55000059,3.292003465
0,2.550000791,3.29200077
0,2.550006642,3.292001813
0,2.550005233,3.292002637
0,2.550004464,3.292003054
0,2.550003068,3.292000209
0,2.550000173,3.292005523
0,2.550002935,3.292003202
0,2.550002678,3.292006185
0,2.550000367,3.292007701
0,2.55000804,3.292009131
0,2.550003338,3.29200881
0,2.550008919,3.29200548
0,2.550008104,3.292007857
0,2.550009641,3.292007464
0,2.550009577,3.292007702
0,2.550005912,3.292003245
0,2.550003115,3.292004223
0,2.550009184,3.292002744
0,2.550000507,3.292006865
0,2.550002257,3.2920093
0,2.550003627,3.292007108
0,2.550004123,3.292008398
0,2.550009446,3.292004083
0,2.550005794,3.292006366
0,2.550001868,3.292003788
0,2.550005965,3.292002609
0,2.550009338,3.292009539
0,2.550001341,3.2920094
0,2.550009823,3.292003665
0,2.550001539,3.292009181
0,2.550008207,3.292005955
0,2.550006775,3.292007531
0,2.550004041,3.292000472
0,2.550002173,3.292001375
0,2.550007736,3.29200761
0,2.550008477,3.292000063
0,2.550005297,3.292001483
0,2.550004096,3.292003675
0,2.550000183,3.292004062
0,2.550001487,3.292007508
0,2.550008043,3.292000376
0,2.550004198,3.29200253
0,2.550003392,3.292004479
0,2.550002971,3.292009386
0,2.55000718,3.292004105
0,2.550009978,3.29200048
0,2.550005519,3.292001058
0,2.550008899,3.292007262
0,2.550001685,3.292007333
0,2.550008836,3.292006269
0,2.550007028,3.292005341
0,2.550004221,3.292004017
0,2.550008633,3.292004344
0,2.55000235,3.292007719
0,2.550005638,3.29200975
0,2.550000266,3.292008697
0,2.550003801,3.292005091
0,2.550003618,3.292005162
0,2.550000912,3.292003495
0,2.550000453,3.292009722
0,2.550003425,3.29200201
0,2.550003554,3.292000798
0,2.550009958,3.292001891
0,2.550009442,3.2920025
